pdb	no_motifs	conn_res_paratope	conn_res_epitope	energy	hfr1	hfr2	hfr3	hfr4	lfr1	lfr2	lfr3	lfr4	cdrh1	cdrh2	cdrh3	cdrl1	cdrl2	cdrl3	avg_len_para	avg_len_epi
5C0N_1	4	24	17	1.34299	0	0	0	0	0	0	1	0	0	0	1	1	0	1	6.0	4.25
5C0R_1	6	25	49	-6.03206	1	0	0	0	0	1	1	0	0	0	1	1	1	0	4.166666666666667	8.166666666666666
5C0S_1	5	19	35	4.21972	1	0	1	0	0	0	0	0	1	1	1	0	0	0	3.8	7.0
5C7X_1	11	41	116	-6.53491	1	1	1	0	1	0	1	0	1	1	1	1	1	1	3.727272727272727	10.545454545454545
5C8J_1	2	18	21	11.6056	0	0	0	0	0	0	0	0	0	1	1	0	0	0	9.0	10.5
5CD5_1	8	29	47	17.4637	1	1	1	0	1	0	0	0	1	1	1	0	0	1	3.625	5.875
5CEZ_1	4	30	23	-2.06058	0	0	0	0	0	0	1	0	0	0	1	1	0	1	7.5	5.75
5CIL_1	7	37	23	-14.1342	1	1	0	0	0	0	0	0	1	1	1	1	0	1	5.285714285714286	3.2857142857142856
5CIN_1	6	34	23	-16.2277	0	1	0	0	0	0	0	0	1	1	1	1	0	1	5.666666666666667	3.8333333333333335
5CJO_1	3	20	21	-11.3718	0	0	0	0	0	1	0	0	0	1	1	0	0	0	6.666666666666667	7.0
5CSZ_1	6	32	24	-8.95279	0	1	0	0	0	0	0	0	1	1	1	1	0	1	5.333333333333333	4.0
5CUS_1	8	32	110	-6.7949	1	0	0	0	0	0	1	0	1	1	1	1	1	1	4.0	13.75
5CWS_1	9	39	92	2.25586	1	0	1	0	0	1	1	0	1	1	1	1	1	0	4.333333333333333	10.222222222222221
5CZV_1	7	27	44	0.758765	0	0	0	0	0	1	0	0	1	1	1	1	1	1	3.857142857142857	6.285714285714286
5CZX_1	8	31	30	-7.68258	1	1	0	0	0	0	1	0	1	1	1	1	0	1	3.875	3.75
5D72_1	11	41	106	-5.72702	1	1	1	0	1	0	1	0	1	1	1	1	1	1	3.727272727272727	9.636363636363637
5D8J_1	5	25	37	-10.9023	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5.0	7.4
5D93_1	7	25	40	-7.18712	0	0	0	0	0	0	1	0	1	1	1	1	1	1	3.5714285714285716	5.714285714285714
5D96_1	7	28	36	-4.66558	1	0	0	0	0	0	0	0	1	1	1	1	1	1	4.0	5.142857142857143
5D9Q_1	4	31	26	3.02912	0	0	0	0	0	0	1	0	0	0	1	1	0	1	7.75	6.5
5DD0_1	4	25	20	-6.50986	0	0	0	0	0	0	0	0	1	1	1	0	0	1	6.25	5.0
5DFV_1	6	27	33	-7.53227	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.5	5.5
5DHV_1	5	22	25	-13.0377	0	0	0	0	0	0	0	0	1	1	1	1	0	1	4.4	5.0
5DLM_1	11	39	30	-1.59409	0	1	1	1	0	1	0	1	1	1	1	1	1	1	3.5454545454545454	2.727272727272727
5DMG_1	11	27	41	-7.33833	1	1	1	1	0	1	0	0	1	1	1	1	1	1	2.4545454545454546	3.727272727272727
5DMI_1	7	23	33	-2.24443	0	0	0	0	0	1	1	0	1	0	1	1	1	1	3.2857142857142856	4.714285714285714
5DO2_1	7	31	41	0.553739	0	0	0	0	0	1	0	0	1	1	1	1	1	1	4.428571428571429	5.857142857142857
5DRZ_1	8	34	30	-6.6636	0	0	1	0	0	1	0	0	1	1	1	1	1	1	4.25	3.75
5DSC_1	3	19	9	2.80879	0	0	0	0	0	0	0	0	0	1	1	0	0	1	6.333333333333333	3.0
5DUM_1	4	22	27	1.13066	0	0	0	0	0	0	0	0	1	1	1	0	0	1	5.5	6.75
5DUP_1	6	28	30	13.6632	0	0	0	0	0	1	1	0	1	0	1	1	1	0	4.666666666666667	5.0
5DUR_1	10	37	45	3.63034	1	0	1	0	0	1	1	0	1	1	1	1	1	1	3.7	4.5
5DWU_1	9	31	43	8.02553	1	0	1	0	0	1	0	0	1	1	1	1	1	1	3.4444444444444446	4.777777777777778
5E2W_1	6	19	12	-0.332594	1	0	0	0	0	0	0	0	1	1	0	1	1	1	3.1666666666666665	2.0
5E8D_1	8	26	38	-7.62994	1	0	0	0	0	1	0	0	1	1	1	1	1	1	3.25	4.75
5E8E_1	3	17	16	-7.33378	0	0	0	0	0	1	0	0	0	1	1	0	0	0	5.666666666666667	5.333333333333333
5E94_1	6	28	27	-18.8626	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.666666666666667	4.5
5EA0_1	6	32	20	-9.33635	1	0	0	0	0	0	0	0	1	1	1	1	0	1	5.333333333333333	3.3333333333333335
5EII_1	8	24	33	-12.6244	1	0	0	0	0	0	1	0	1	1	1	1	1	1	3.0	4.125
5EN2_1	6	33	34	-12.8528	0	0	0	0	0	0	1	0	1	1	1	1	0	1	5.5	5.666666666666667
5EOC_1	5	20	19	-2.98382	0	0	0	0	0	0	0	0	1	1	1	1	0	1	4.0	3.8
5EOC_2	5	20	18	1.54117	0	0	0	0	0	0	0	0	1	1	1	1	0	1	4.0	3.6
5EOQ_1	7	25	20	-15.8338	0	0	0	0	0	1	0	0	1	1	1	1	1	1	3.5714285714285716	2.857142857142857
5EOR_1	7	34	24	-0.0146977	0	0	0	0	0	1	0	0	1	1	1	1	1	1	4.857142857142857	3.4285714285714284
5EPM_1	6	27	22	-0.647746	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.5	3.6666666666666665
5ERW_1	7	26	17	-1.07529	0	0	0	0	0	0	1	0	1	1	1	1	1	1	3.7142857142857144	2.4285714285714284
5ESV_1	4	23	14	-5.28917	1	0	0	0	0	0	0	0	1	1	1	0	0	0	5.75	3.5
5ESZ_1	3	22	11	0.815543	1	0	0	0	0	0	0	0	0	1	1	0	0	0	7.333333333333333	3.6666666666666665
5ESZ_2	2	19	7	2.45067	0	0	0	0	0	0	0	0	0	1	1	0	0	0	9.5	3.5
5EU7_1	5	33	36	-11.4816	0	0	0	0	0	0	0	0	1	1	1	1	1	0	6.6	7.2
5EZO_1	8	26	41	3.88406	0	0	0	0	0	1	1	0	1	1	1	1	1	1	3.25	5.125
5F3B_1	8	31	31	-14.4101	1	1	0	0	0	0	0	0	1	1	1	1	1	1	3.875	3.875
5F3H_1	7	30	28	-7.70983	0	1	0	0	0	0	0	0	1	1	1	1	1	1	4.285714285714286	4.0
5F6J_1	5	22	22	9.1877	0	0	0	0	0	0	0	0	0	1	1	1	1	1	4.4	4.4
5F96_1	7	34	46	4.66647	1	0	1	0	0	0	0	0	1	1	1	1	0	1	4.857142857142857	6.571428571428571
5F9O_1	8	33	44	3.309	1	0	1	0	1	0	0	0	1	1	1	1	0	1	4.125	5.5
5F9W_1	7	28	55	3.94325	0	0	1	0	1	0	0	0	1	1	1	1	0	1	4.0	7.857142857142857
5FB8_1	7	30	40	-6.55529	1	0	0	0	0	1	0	0	1	1	1	1	1	0	4.285714285714286	5.714285714285714
5FCU_1	8	32	45	-10.257	1	0	1	0	0	1	0	0	1	1	1	1	1	0	4.0	5.625
5FEC_1	7	25	38	-0.257998	0	1	1	0	0	0	0	0	1	1	1	1	0	1	3.5714285714285716	5.428571428571429
5FEC_2	8	25	43	7.67735	0	1	1	0	1	0	0	0	1	1	1	1	0	1	3.125	5.375
5FGB_1	6	22	16	-5.9485	1	1	0	0	0	0	0	0	1	1	1	0	0	1	3.6666666666666665	2.6666666666666665
5FGB_2	6	21	14	-6.87985	1	1	0	0	0	0	0	0	1	1	1	0	0	1	3.5	2.3333333333333335
5FGC_1	6	32	21	-10.2135	1	1	0	0	0	0	0	0	1	1	1	0	0	1	5.333333333333333	3.5
5FHC_1	9	32	48	19.5014	1	1	0	0	0	0	1	0	1	1	1	1	1	1	3.5555555555555554	5.333333333333333
5FHC_2	5	19	11	5.46214	0	0	1	0	0	1	0	0	1	0	1	0	1	0	3.8	2.2
5FUU_1	4	32	36	1.63411	0	0	0	0	0	0	0	0	0	1	1	1	0	1	8.0	9.0
5FYK_2	7	29	46	3.69023	1	1	1	0	0	0	0	0	1	1	1	0	0	1	4.142857142857143	6.571428571428571
5FYL_1	4	30	28	0.297176	0	0	0	0	0	0	1	0	0	0	1	1	0	1	7.5	7.0
5GGR_1	6	21	30	15.5622	1	0	0	0	0	1	0	0	1	1	1	0	1	0	3.5	5.0
5GGS_1	8	37	49	-10.3692	1	0	0	0	0	1	0	0	1	1	1	1	1	1	4.625	6.125
5GGT_1	5	20	29	-4.85844	0	0	0	0	0	0	0	0	1	1	1	1	0	1	4.0	5.8
5GIR_1	9	26	72	-12.1802	1	0	1	0	0	1	0	0	1	1	1	1	1	1	2.888888888888889	8.0
5GJS_1	6	26	63	-6.11588	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.333333333333333	10.5
5GJT_1	6	26	63	-9.60858	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.333333333333333	10.5
5GS0_3	6	25	33	3.01082	0	0	0	0	0	0	1	0	0	1	1	1	1	1	4.166666666666667	5.5
5GZN_1	9	44	101	7.11473	1	0	0	0	1	1	0	0	1	1	1	1	1	1	4.888888888888889	11.222222222222221
5GZO_1	7	26	35	5.453	1	0	0	0	1	0	0	0	1	1	1	1	0	1	3.7142857142857144	5.0
5H35_1	7	33	44	-5.35064	1	0	1	0	0	1	0	0	1	1	1	0	1	0	4.714285714285714	6.285714285714286
5HDQ_1	4	27	26	-7.69038	0	0	0	0	0	0	0	0	0	1	1	1	0	1	6.75	6.5
5HI4_1	8	26	73	-14.1398	1	0	0	0	0	1	0	0	1	1	1	1	1	1	3.25	9.125
5HJ3_1	7	37	49	-4.03184	1	0	0	0	0	1	0	0	1	1	1	1	1	0	5.285714285714286	7.0
5HYS_3	7	26	32	-6.31084	1	0	0	0	0	1	0	0	1	1	1	1	1	0	3.7142857142857144	4.571428571428571
5I5K_1	6	30	34	7.58796	1	0	0	0	0	0	0	0	1	1	1	1	0	1	5.0	5.666666666666667
5I8C_1	6	28	24	-9.66953	1	0	0	0	0	0	0	0	1	1	1	1	0	1	4.666666666666667	4.0
5I9Q_1	9	28	54	2.26257	1	1	1	0	1	0	0	0	1	1	1	1	0	1	3.111111111111111	6.0
5IBL_1	4	19	31	0.285674	0	0	0	0	0	1	0	0	0	0	1	1	1	0	4.75	7.75
5IES_1	8	25	43	-1.25697	0	1	1	0	1	0	0	0	1	1	1	1	0	1	3.125	5.375
5IG7_1	6	28	19	-nan	0	1	0	0	0	0	0	0	1	1	1	1	0	1	4.666666666666667	3.1666666666666665
5IGX_1	8	29	41	23.6215	1	1	1	0	1	0	0	0	1	1	1	0	0	1	3.625	5.125
5IJK_1	6	28	21	-3.74464	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.666666666666667	3.5
5IKC_1	8	23	30	-13.3904	1	0	1	0	0	1	0	0	1	1	1	0	1	1	2.875	3.75
5IQ7_1	4	30	17	-8.95207	0	0	0	0	0	0	0	0	1	1	1	0	0	1	7.5	4.25
5IQ9_1	4	31	22	-8.09113	0	0	0	0	0	0	0	0	1	1	1	0	0	1	7.75	5.5
5J13_1	7	26	37	-10.0714	1	0	1	0	0	0	1	0	1	1	1	0	1	0	3.7142857142857144	5.285714285714286
5J3D_1	6	22	22	3.83493	0	0	0	0	0	0	0	0	1	1	1	1	1	1	3.6666666666666665	3.6666666666666665
5J3H_1	7	24	36	0.337126	1	0	0	0	0	0	0	0	1	1	1	1	1	1	3.4285714285714284	5.142857142857143
5JHL_1	7	24	21	-0.0440326	0	1	0	0	0	1	0	0	1	1	1	1	0	1	3.4285714285714284	3.0
5JQ6_1	7	33	40	-8.10154	1	0	0	0	1	0	0	0	1	1	1	1	0	1	4.714285714285714	5.714285714285714
5JW4_1	5	27	59	-7.14183	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5.4	11.8
5JZ7_1	9	41	90	-14.8882	1	0	1	0	0	0	1	0	1	1	1	1	1	1	4.555555555555555	10.0
5K59_1	8	26	31	-12.1543	0	1	0	0	0	1	0	0	1	1	1	1	1	1	3.25	3.875
5K9K_1	6	26	35	-10.3094	0	0	0	0	1	0	0	0	1	1	1	1	0	1	4.333333333333333	5.833333333333333
5K9O_1	5	23	30	7.4322	0	0	0	0	0	0	1	0	0	1	1	1	0	1	4.6	6.0
5K9Q_1	6	26	26	-8.5733	0	0	0	0	0	0	1	0	1	1	1	1	1	0	4.333333333333333	4.333333333333333
5KAQ_1	5	26	28	-4.64477	0	0	0	0	0	0	1	0	0	1	1	1	0	1	5.2	5.6
5KEL_1	6	26	27	0.160321	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.333333333333333	4.5
5KEM_2	5	22	23	-2.78396	0	0	0	0	0	0	0	0	1	1	1	1	0	1	4.4	4.6
5KEN_1	7	30	32	3.73468	1	0	1	0	0	0	0	0	1	1	1	1	0	1	4.285714285714286	4.571428571428571
5KEN_3	8	25	38	1.32475	0	0	1	0	0	1	0	0	1	1	1	1	1	1	3.125	4.75
5KJR_1	5	26	33	-1.84787	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5.2	6.6
5KN5_1	8	32	40	-11.0078	1	0	1	0	1	0	0	0	1	1	1	1	0	1	4.0	5.0
5KTE_1	8	20	24	8.00577	0	0	1	0	1	0	0	0	1	1	1	1	1	1	2.5	3.0
5KVD_1	8	32	41	-10.8792	1	0	1	0	0	1	0	0	1	1	1	1	1	0	4.0	5.125
5KVE_1	7	29	34	-3.83373	0	0	1	0	0	0	0	0	1	1	1	1	1	1	4.142857142857143	4.857142857142857
5KVF_1	6	25	31	-7.63156	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.166666666666667	5.166666666666667
5KVG_1	8	29	43	-7.74838	1	0	0	0	0	1	0	0	1	1	1	1	1	1	3.625	5.375
5KW9_1	4	24	30	-3.38752	0	0	0	0	0	0	1	0	0	0	1	1	0	1	6.0	7.5
5L0Q_1	6	28	26	-9.1357	0	1	0	0	0	0	1	0	1	1	1	0	0	1	4.666666666666667	4.333333333333333
5L6Y_1	5	21	25	-16.4275	0	0	0	0	0	0	1	0	0	0	1	1	1	1	4.2	5.0
5LBS_1	5	11	12	1.17612	0	0	0	0	0	1	1	0	0	0	1	1	1	0	2.2	2.4
5LCV_1	3	26	27	1.93989	0	0	0	0	0	0	0	0	0	1	1	0	0	1	8.666666666666666	9.0
5LQB_1	6	30	30	-0.308005	0	1	0	0	0	0	0	0	1	1	1	1	0	1	5.0	5.0
5MES_1	7	31	31	2.88096	1	0	1	0	0	0	0	0	1	1	1	1	0	1	4.428571428571429	4.428571428571429
5MHR_1	8	30	94	-5.844	1	0	0	0	0	0	1	0	1	1	1	1	1	1	3.75	11.75
5MHS_3	5	24	82	3.82368	0	0	0	0	0	0	0	0	0	1	1	1	1	1	4.8	16.4
5MVZ_1	6	21	33	-3.04951	1	0	0	0	0	0	0	0	1	1	1	1	0	1	3.5	5.5
5SX5_1	6	26	41	-8.38223	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.333333333333333	6.833333333333333
5SY8_1	5	32	27	-20.0798	1	0	0	0	0	0	0	0	1	1	1	0	0	1	6.4	5.4
5T29_1	5	32	24	-16.5872	1	0	0	0	0	0	0	0	1	1	1	0	0	1	6.4	4.8
5T33_1	8	29	36	1.93116	1	0	0	0	0	0	1	0	1	1	1	1	1	1	3.625	4.5
5T5B_1	5	32	24	-18.6089	1	0	0	0	0	0	0	0	1	1	1	0	0	1	6.4	4.8
5T5F_1	7	34	37	-9.6984	1	0	1	0	0	0	0	0	1	1	1	1	0	1	4.857142857142857	5.285714285714286
5T6L_1	5	32	23	-15.416	1	0	0	0	0	0	0	0	1	1	1	0	0	1	6.4	4.6
5T6P_1	8	29	23	-3.98916	0	1	0	0	0	1	0	0	1	1	1	1	1	1	3.625	2.875
5TBD_1	9	30	27	-4.37859	1	0	1	0	0	1	0	0	1	1	1	1	1	1	3.3333333333333335	3.0
5TE7_1	9	36	53	-5.44402	1	1	1	0	1	0	0	0	1	1	1	1	0	1	4.0	5.888888888888889
5TFW_1	5	32	23	-18.3013	1	0	0	0	0	0	0	0	1	1	1	0	0	1	6.4	4.6
5TH9_1	9	24	49	-9.34333	1	0	1	0	0	1	0	0	1	1	1	1	1	1	2.6666666666666665	5.444444444444445
5THR_1	3	18	17	-1.33722	0	0	0	0	0	0	0	0	0	1	1	0	0	1	6.0	5.666666666666667
5TIH_1	9	27	46	-4.6097	1	0	1	0	0	1	0	0	1	1	1	1	1	1	3.0	5.111111111111111
5TLJ_3	7	23	30	-7.64222	0	0	0	0	0	1	0	0	1	1	1	1	1	1	3.2857142857142856	4.285714285714286
5TLK_1	7	23	34	-8.51367	0	0	0	0	0	1	0	0	1	1	1	1	1	1	3.2857142857142856	4.857142857142857
5TLK_3	7	22	25	-10.7098	0	0	0	0	0	1	0	0	1	1	1	1	1	1	3.142857142857143	3.5714285714285716
5TPN_1	6	29	36	8.21511	0	0	0	0	0	0	1	0	1	1	1	1	0	1	4.833333333333333	6.0
5TQQ_1	10	27	47	-8.66047	0	1	1	0	0	1	1	0	1	1	1	1	1	1	2.7	4.7
5TZ2_1	6	25	35	-2.3208	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.166666666666667	5.833333333333333
5TZT_1	7	26	19	1.79979	1	0	0	0	0	1	0	0	1	1	1	1	1	0	3.7142857142857144	2.7142857142857144
5TZU_1	9	30	42	-19.6581	1	1	0	0	0	1	0	0	1	1	1	1	1	1	3.3333333333333335	4.666666666666667
5U3J_1	5	33	26	-9.93741	1	0	1	0	0	0	0	0	1	1	1	0	0	0	6.6	5.2
5U3L_1	5	33	27	-13.9916	1	0	1	0	0	0	0	0	1	1	1	0	0	0	6.6	5.4
5U3M_1	4	31	23	-9.73149	1	0	0	0	0	0	0	0	1	1	1	0	0	0	7.75	5.75
5U3N_1	4	31	21	-13.8297	1	0	0	0	0	0	0	0	1	1	1	0	0	0	7.75	5.25
5U3O_1	4	28	21	-12.7745	1	0	0	0	0	0	0	0	1	1	1	0	0	0	7.0	5.25
5UGY_1	6	29	41	-3.18827	1	0	0	0	0	0	0	0	1	1	1	1	0	1	4.833333333333333	6.833333333333333
5UQY_1	6	29	43	-12.5025	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4.833333333333333	7.166666666666667
5V2A_1	5	22	33	15.5336	0	0	0	0	0	0	0	0	1	1	1	1	0	1	4.4	6.6
5WTH_1	5	13	12	8.52986	0	0	0	0	0	1	1	0	0	0	1	1	1	0	2.6	2.4
5X08_1	6	32	23	-16.3832	0	1	0	0	0	0	0	0	1	1	1	1	0	1	5.333333333333333	3.8333333333333335
